4601,2019-03-11,3,0,1,3,2,0,1,0,0,0
4602,2019-03-11,5,0,1,3,2,0,1,0,0,0
4603,2019-03-11,10,0,1,3,2,0,1,0,0,0
4604,2019-03-11,20,0,1,3,2,0,1,0,0,0
4605,2019-03-11,50,0,1,3,2,0,1,0,0,0
4606,2019-03-11,115,0,1,3,2,0,1,0,0,0
4607,2019-03-11,3,0,2,3,2,0,1,0,0,0
4608,2019-03-11,5,0,2,3,2,0,1,0,0,0
4609,2019-03-11,10,0,2,3,2,0,1,0,0,0
4610,2019-03-11,20,0,2,3,2,0,1,0,0,0
4611,2019-03-11,50,0,2,3,2,0,1,0,0,0
4612,2019-03-11,115,0,2,3,2,0,1,0,0,0
4613,2019-03-11,3,0,3,3,2,0,1,0,0,0
4614,2019-03-11,5,0,3,3,2,0,1,0,0,0
4615,2019-03-11,10,0,3,3,2,0,1,0,0,0
4616,2019-03-11,20,0,3,3,2,0,1,0,0,0
4617,2019-03-11,50,0,3,3,2,0,1,0,0,0
4618,2019-03-11,115,0,3,3,2,0,1,0,0,0
4619,2019-03-11,3,0,4,3,2,0,1,0,0,0
4620,2019-03-11,5,0,4,3,2,0,1,0,0,0
4621,2019-03-11,10,0,4,3,2,0,1,0,0,0
4622,2019-03-11,20,0,4,3,2,0,1,0,0,0
4623,2019-03-11,50,0,4,3,2,0,1,0,0,0
4624,2019-03-11,115,0,4,3,2,0,1,0,0,0
4625,2019-03-11,3,0,5,3,2,0,1,0,0,0
4626,2019-03-11,5,0,5,3,2,0,1,0,0,0
4627,2019-03-11,10,0,5,3,2,0,1,0,0,0
4628,2019-03-11,20,0,5,3,2,0,1,0,0,0
4629,2019-03-11,50,0,5,3,2,0,1,0,0,0
4630,2019-03-11,115,0,5,3,2,0,1,0,0,0
4631,2019-03-11,3,0,6,3,2,0,1,0,0,0
4632,2019-03-11,5,0,6,3,2,0,1,0,0,0
4633,2019-03-11,10,0,6,3,2,0,1,0,0,0
4634,2019-03-11,20,0,6,3,2,0,1,0,0,0
4635,2019-03-11,50,0,6,3,2,0,1,0,0,0
4636,2019-03-11,115,0,6,3,2,0,1,0,0,0
4640,2019-03-18,3,0,1,1,2,1,1,0,1,0
4641,2019-03-18,5,0,1,1,2,1,1,0,1,0
4642,2019-03-18,10,0,1,1,2,1,1,0,1,0
4643,2019-03-18,20,0,1,1,2,1,1,0,1,0
4644,2019-03-18,50,0,1,1,2,1,1,0,1,0
4645,2019-03-18,115,0,1,1,2,1,1,0,1,0
4646,2019-03-18,3,0,2,1,2,1,1,0,1,0
4647,2019-03-18,5,0,2,1,2,1,1,0,1,0
4648,2019-03-18,10,0,2,1,2,1,1,0,1,0
